,char,tone,rime,ipa,tone_class
0,粤,入,月,hjwot,E
0,粥,入,屋,yuwk,E
0,粧,平,陽,tsrjang,L
0,粱,平,陽,ljang,L
0,粲,去,翰,tshan,H
0,粳,平,庚,kaeng,L
0,粵,入,月,hjwot,E
0,粹,去,至,swij,H
0,粼,平,眞,lin,L
0,粽,去,送,tsuwng,H
0,精,平,清,tsjeng,L
0,粿,上,果,kwa,X
0,糁,上,感,som,X
0,糇,平,侯,huw,L
0,糈,上,語,sjo,X
0,糉,去,送,tsuwng,H
0,糊,平,模,hu,L
0,糓,入,屋,kuwk,E
0,糕,平,豪,kaw,L
0,糖,平,唐,dang,L
0,糗,上,有,khjuw,X
0,糙,去,至,tsrhwij,H
0,糚,,,,
0,糜,平,支B,mje,L
0,糝,上,感,som,X
0,糞,去,問,pjun,H
0,糟,平,豪,tsaw,L
0,糠,平,唐,khang,L
0,糢,聲,五模,,逸
0,糧,平,陽,ljang,L
0,糭,去,送,tsuwng,H
0,糯,上,緩,nwan,X
0,糰,,,,
0,糱,入,薛B,ngjet,E
0,糲,去,祭,ljej,H
0,糴,入,錫,dek,E
0,糵,入,薛B,ngjet,E
0,糶,平,蕭,dew,L
0,系,去,霽,kej,H
0,糾,上,黝,kjiw,X
0,紀,上,止,ki,X
0,紂,上,有,drjuw,X
0,約,去,笑A,'jiew,H
0,紅,平,東,huwng,L
0,紆,平,虞,'ju,L
0,紇,入,麧,hot,E
0,紈,平,桓,hwan,L
0,紉,平,眞,nrin,L
0,紊,去,問,mjun,H
0,紋,平,文,mjun,L
0,納,入,合,nop,E
0,紐,上,有,nrjuw,X
0,紓,平,魚,syo,L
0,純,平,諄,dzywin,L
0,紕,平,支A,bjie,L
0,紗,平,麻,srae,L
0,紘,平,耕,hweang,L
0,紙,上,紙,tsye,X
0,級,入,緝B,kip,E
0,紛,平,文,phjun,L
0,紜,平,文,hjun,L
0,紞,上,敢,tam,X
0,素,去,暮,su,H
0,紡,上,養,phjang,X
0,索,入,鐸,sak,E
0,紫,上,紙,tsje,X
0,紬,平,豪,thaw,L
0,累,平,脂,lwij,L
0,細,去,霽,sej,H
0,紱,入,物,pjut,E
0,紲,入,薛,sjet,E
0,紳,平,眞,syin,L
0,紵,上,語,drjo,X
0,紹,平,宵,dzyew,L
0,紺,去,勘,kom,H
0,紼,入,物,pjut,E
0,紾,上,軫,tsyin,X
0,紿,上,海,doj,X
0,絁,平,支,sye,L
0,終,平,東,tsyuwng,L
0,絃,平,先,hen,L
0,組,上,姥,tsu,X
0,絅,平,青,kweng,L
0,絆,去,換,pan,H
0,絇,平,虞,gju,L
0,絏,入,薛,sjet,E
0,結,入,屑,ket,E
0,絓,平,佳,khwea,L
0,絕,入,薛,dzjwet,E
0,絖,去,宕,khwang,H
0,絙,平,桓,hwan,L
0,絛,平,豪,thaw,L
0,絜,入,屑,ket,E
0,絞,上,巧,kaew,X
0,絡,入,鐸,lak,E
0,絢,去,霰,xwen,H
0,絣,平,耕,peang,L
0,給,入,緝B,kip,E
0,絨,平,東,nyuwng,L
0,絪,平,眞A,'jin,L
0,絫,上,紙,ljwe,X
0,絮,去,御,sjo,H
0,絰,入,屑,det,E
0,統,去,宋,thowng,H
0,絲,平,之,si,L
0,絳,去,絳,kaewng,H
0,絶,入,薛,dzjwet,E
0,絹,去,線A,kjwien,H
0,絺,平,脂,trhij,L
0,絻,平,桓,man,L
0,綀,平,魚,srjo,L
0,綃,平,宵,sjew,L
0,綆,上,梗,kaeng,X
0,綈,平,齊,dej,L
0,綉,去,宥,sjuw,H
0,綌,入,陌,khjaek,E
0,綏,平,脂,swij,L
0,經,平,青,keng,L
0,綘,,,,
0,綜,去,宋,tsowng,H
0,綠,入,燭,ljowk,E
0,綢,平,豪,thaw,L
0,綣,上,阮,khjwon,X
0,綦,平,之,gi,L
0,綪,平,耕,tsreang,L
0,綫,去,線,sjen,H
0,綬,上,有,dzyuw,X
0,維,平,脂,ywij,L
0,綮,上,薺,khej,X
0,綯,平,豪,daw,L
0,綰,上,潸,'waen,X
0,綱,平,唐,kang,L
0,網,上,養,mjang,X
0,綳,平,耕,peang,L
0,綴,去,祭,trjwej,H
0,綵,上,海,tshoj,X
0,綷,去,隊,tswoj,H
0,綸,平,諄,lwin,L
0,綹,上,有,ljuw,X
0,綺,上,紙B,khje,X
0,綻,去,襇,drean,H
0,綽,入,藥,tsyhak,E
0,綾,平,蒸,ling,L
0,綿,平,仙A,mjien,L
0,緇,平,之,tsri,L
0,緉,上,養,ljang,X
0,緊,上,軫A,kjin,X
0,緋,平,微,pj+j,L
0,緌,平,脂,nywij,L
0,緎,入,職,hwik,E
0,緐,平,元,bjon,L
0,緑,入,燭,ljowk,E
0,緒,上,語,zjo,X
0,緗,平,陽,sjang,L
0,緘,平,咸,keam,L
0,線,去,線,sjen,H
0,緜,平,仙A,mjien,L
0,緝,入,緝,tship,E
0,締,平,齊,dej,L
0,緡,平,眞B,min,L
0,緣,平,仙,ywen,L
0,編,平,先,pen,L
0,緩,上,緩,hwan,X
0,緫,上,董,tsuwng,X
0,緬,上,獮A,mjien,X
0,緯,去,未,hjw+j,H
0,緱,平,侯,kuw,L
0,緲,上,小A,mjiew,X
0,練,去,霰,len,H
0,緶,平,仙A,bjien,L
0,緹,平,齊,dej,L
0,緻,去,至,trij,H
0,緼,平,文,'jun,L
0,縂,,,,
0,縈,平,清A,'jwieng,L
0,縉,去,震,tsin,H
0,縋,去,寘,drjwe,H
0,縐,去,效,tsrhaew,H
0,縑,平,添,kem,L
0,縕,平,文,'jun,L
0,縗,平,灰,tshwoj,L
0,縚,平,豪,thaw,L
0,縛,去,過,ba,H
0,縝,平,眞,trhin,L
0,縞,上,晧,kaw,X
0,縟,入,燭,nyowk,E
0,縠,入,屋,huwk,E
0,縢,平,登,dong,L
0,縣,平,先,hwen,L
0,縦,平,鍾,tsjowng,L
0,縧,,,,
0,縫,平,鍾,bjowng,L
0,縭,平,支,lje,L
0,縮,入,屋,srjuwk,E
0,縯,上,軫,yin,X
0,縰,上,紙,srje,X
0,縱,平,鍾,tsjowng,L
0,縲,平,脂,lwij,L
0,縴,平,先,khen,L
0,縵,去,換,man,H
0,縶,入,緝,trip,E
0,縷,上,麌,lju,X
0,縹,上,小A,phjiew,X
0,縻,平,支B,mje,L
0,總,上,董,tsuwng,X
0,績,入,錫,tsek,E
0,繁,平,元,bjon,L
0,繂,入,術,lwit,E
0,繃,平,耕,peang,L
0,繄,平,齊,'ej,L
0,繅,平,豪,saw,L
0,繆,平,尤,mjuw,L
0,繇,平,宵,yew,L
0,繋,去,霽,kej,H
0,繐,去,霽,hwej,H
0,繒,平,蒸,dzing,L
0,織,去,志,tsyi,H
0,繕,去,線,dzyen,H
0,繖,上,旱,san,X
0,繙,平,元,bjon,L
0,繚,平,蕭,lew,L
0,繞,上,小,nyew,X
0,繡,去,宥,sjuw,H
0,繢,去,隊,hwoj,H
0,繩,平,蒸,zying,L
0,繪,去,泰,hwaj,H
0,繫,去,霽,kej,H
0,繭,上,銑,ken,X
0,繮,平,陽,kjang,L
0,繰,平,豪,saw,L
0,繲,去,卦,kea,H
0,繳,上,篠,kew,X
0,繹,入,昔,yek,E
0,繻,平,虞,nyu,L
0,繼,去,霽,kej,H
0,繽,平,眞A,phjin,L
0,繾,上,獮A,khjien,X
0,繿,平,談,lam,L
0,纁,平,文,xjun,L
0,纂,上,緩,tswan,X
0,纆,入,德,mok,E
0,纇,去,隊,lwoj,H
0,纈,入,屑,het,E
0,纊,去,宕,khwang,H
0,續,入,燭,zjowk,E
0,纍,平,脂,lwij,L
0,纎,平,鹽,sjem,L
0,纏,平,仙,drjen,L
0,纑,平,模,lu,L
0,纒,平,仙,drjen,L
0,纓,平,清A,'jieng,L
0,纔,平,咍,dzoj,L
0,纕,平,陽,sjang,L
0,纖,平,鹽,sjem,L
0,纘,上,緩,tswan,X
0,纚,上,紙,srje,X
0,纛,去,号,daw,H
0,纜,去,闞,lam,H
0,缶,上,有,pjuw,X
0,缷,去,禡,sjae,H
0,缸,平,江,haewng,L
0,缹,上,有,pjuw,X
0,缺,入,屑,khwet,E
0,缽,入,末,pat,E
0,缾,平,青,beng,L
0,缿,上,講,haewng,X
0,罄,去,徑,kheng,H
0,罅,去,禡,xae,H
0,罇,平,諄,tshwin,L
0,罋,平,鍾,'jowng,L
0,罌,平,耕,'eang,L
0,罍,平,灰,lwoj,L
0,罎,,,,
0,罏,平,模,lu,L
0,罐,去,換,kwan,H
0,罔,上,養,mjang,X
0,罕,,,,
0,罘,平,虞,phju,L
0,罙,,,,
0,罛,平,模,ku,L
0,罝,平,麻,tsjae,L
0,罟,上,姥,ku,X
0,罡,,,,
0,罣,去,霽,kwej,H
0,罥,上,銑,kwen,X
0,罦,平,虞,phju,L
0,罨,上,琰B,'jem,X
0,罩,去,效,traew,H
0,罪,上,賄,dzwoj,X
0,罫,聲,十五禡,,逸
0,置,去,寘,tsye,H
0,罰,入,月,bjot,E
0,署,去,御,dzyo,H
0,罳,平,之,si,L
0,罵,上,馬,mae,X
0,罷,平,支B,bje,L
0,罹,平,支,lje,L
0,罻,去,未,'jw+j,H
0,罽,去,祭B,kjej,H
0,罾,平,登,tsong,L
0,罿,平,東,duwng,L
0,羃,入,錫,mek,E
0,羅,平,歌,la,L
0,羆,平,支B,pje,L
0,羇,平,支B,kje,L
0,羈,平,支B,kje,L
0,羊,平,陽,yang,L
0,羋,上,紙A,mjie,X
0,羌,平,陽,khjang,L
0,美,上,旨B,mij,X
0,羑,上,有,yuw,X
0,羒,平,文,bjun,L
0,羓,平,麻,pae,L
0,羔,平,豪,kaw,L
0,羖,上,姥,ku,X
0,羗,平,陽,khjang,L
0,羙,上,旨B,mij,X
0,羚,平,青,leng,L
0,羜,上,語,drjo,X
0,羝,平,齊,tej,L
0,羞,平,尤,sjuw,L
0,羡,平,脂,yij,L
0,羢,,,,
0,羣,平,文,gjun,L
0,群,平,文,gjun,L
0,羨,平,脂,yij,L
0,義,去,寘B,ngje,H
0,羮,平,庚,kaeng,L
0,羯,入,月,kjot,E
0,羱,平,元,ngjwon,L
0,羲,平,支B,xje,L
0,羶,平,山,xean,L
0,羸,平,支,ljwe,L
0,羹,平,庚,kaeng,L
0,羽,上,麌,hju,X
0,羾,去,送,kuwng,H
0,羿,去,霽,ngej,H
0,翀,平,東,drjuwng,L
0,翁,平,東,'uwng,L
0,翅,平,支A,gjie,L
0,翊,入,職,yik,E
0,翌,入,職,yik,E
0,翎,平,青,leng,L
0,翐,入,質,drit,E
0,習,入,緝,zip,E
0,翔,平,陽,zjang,L
0,翕,入,緝B,xip,E
0,翛,平,蕭,sew,L
0,翟,入,陌,draek,E
0,翠,去,至,tshwij,H
0,翡,去,未,bj+j,H
0,翣,入,狎,sraep,E
0,翥,去,御,tsyo,H
0,翦,上,獮,tsjen,X
0,翩,平,仙A,phjien,L
0,翫,去,換,ngwan,H
0,翬,平,微,xjw+j,L
0,翮,入,麥,heak,E
0,翰,平,寒,han,L
0,翱,平,豪,ngaw,L
0,翳,平,齊,'ej,L
0,翹,平,宵A,gjiew,L
0,翺,平,豪,ngaw,L
0,翻,平,元,bjon,L
0,翼,入,職,yik,E
0,翾,平,仙A,xjwien,L
0,翿,平,豪,daw,L
0,耀,去,笑,yew,H
0,老,上,晧,law,X
0,考,上,晧,khaw,X
0,耄,去,号,maw,H
0,者,上,馬,tsyae,X
0,耆,平,脂B,gij,L
0,耉,,,,
0,耋,入,屑,det,E
0,而,平,之,nyi,L
0,耍,,,,
0,耎,上,獮,nywen,X
0,耐,平,之,nyi,L
0,耒,上,旨,lwij,X
0,耔,上,止,tsi,X
0,耕,平,耕,keang,L
0,耗,去,隊,xwoj,H
0,耘,平,文,hjun,L
0,耙,平,麻,phae,L
0,耜,上,止,zi,X
0,耡,平,魚,dzrjo,L
0,耤,入,昔,dzjek,E
0,耦,上,厚,nguw,X
0,耨,去,候,nuw,H
0,耰,平,尤,'juw,L
0,耳,上,止,nyi,X
0,耶,平,麻,yae,L
0,耻,上,止,trhi,X
0,耽,平,覃,tom,L
0,耿,上,耿,keang,X
0,聃,平,談,tham,L
0,聆,平,青,leng,L
0,聊,平,蕭,lew,L
0,聒,入,末,kwat,E
0,聖,去,勁,syeng,H
0,聘,去,勁A,phjieng,H
0,聚,上,麌,dzju,X
0,聞,平,文,mjun,L
0,聨,平,仙,ljen,L
0,聫,平,仙,ljen,L
0,聯,平,仙,ljen,L
0,聰,平,東,tshuwng,L
0,聱,平,肴,ngaew,L
0,聲,平,清,syeng,L
0,聳,上,腫,sjowng,X
0,聴,平,青,theng,L
0,聵,去,怪,ngweaj,H
0,聶,入,葉,nrjep,E
0,職,入,職,tsyik,E
0,聼,平,青,theng,L
0,聽,平,青,theng,L
0,聾,平,東,luwng,L
0,聿,入,術,ywit,E
0,肄,去,至,yij,H
0,肅,入,屋,sjuwk,E
0,肆,去,至,sij,H
0,肇,上,小,drjew,X
0,肉,入,屋,nyuwk,E
0,肋,入,德,lok,E
0,肌,平,脂B,kij,L
0,肓,平,唐,xwang,L
0,肖,去,笑,sjew,H
0,肘,上,有,trjuw,X
0,肚,上,姥,du,X
0,肝,平,寒,kan,L
0,股,上,姥,ku,X
0,肢,平,支,tsye,L
0,肥,平,微,bj+j,L
0,肧,平,灰,phwoj,L
0,肩,平,先,ken,L
0,肪,平,陽,bjang,L
0,肯,上,等,khong,X
0,肱,平,登,kwong,L
0,育,入,屋,yuwk,E
0,肴,平,肴,haew,L
0,肸,入,質B,xit,E
0,肺,去,廢,phjoj,H
0,肻,上,等,khong,X
0,胃,去,未,hjw+j,H
0,胄,去,宥,drjuw,H
0,胆,平,寒,dan,L
0,背,去,隊,bwoj,H
0,胎,平,咍,thoj,L
0,胏,上,止,tsri,X
0,胐,入,沒,khwot,E
0,胔,平,支,dzje,L
0,胖,,,,
0,胗,上,軫,tsyin,X
0,胙,去,暮,dzu,H
0,胚,平,灰,phwoj,L
0,胛,入,狎,kaep,E
0,胝,平,脂,trij,L
0,胞,平,肴,paew,L
0,胠,平,魚,khjo,L
0,胡,平,模,hu,L
0,胥,平,魚,sjo,L
0,胭,平,先,'en,L
0,胯,平,麻,khwae,L
0,胰,平,脂,yij,L
0,胲,平,咍,koj,L
0,胷,平,鍾,xjowng,L
0,胸,平,鍾,xjowng,L
0,胹,平,之,nyi,L
0,胼,平,先,ben,L
0,能,平,咍,noj,L
0,胾,去,志,tsri,H
0,脁,平,蕭,thew,L
0,脂,平,脂,tsyij,L
0,脃,去,祭,tshjwej,H
0,脅,去,釅,xjaem,H
0,脆,去,祭,tshjwej,H
0,脇,去,釅,xjaem,H
0,脈,入,麥,meak,E
0,脉,入,麥,meak,E
0,脊,入,昔,tsjek,E
0,脚,入,藥,kjak,E
0,脛,上,迥,heng,X
0,脝,平,庚,xaeng,L
0,脢,平,灰,mwoj,L
0,脣,平,眞,tsyin,L
0,脤,上,軫,dzyin,X
0,脩,平,尤,sjuw,L
0,脫,入,末,dwat,E
0,脯,上,麌,pju,X
0,脰,去,候,duw,H
0,脱,入,末,dwat,E
0,脹,去,漾,trjang,H
0,脽,平,脂,dzywij,L
0,脾,平,支A,bjie,L
0,腆,上,銑,then,X
0,腊,入,昔,sjek,E
0,腋,入,昔,yek,E
0,腌,平,嚴,'jaem,L
0,腎,上,軫,dzyin,X
0,腐,上,麌,bju,X
0,腑,上,麌,pju,X
0,腓,平,微,bj+j,L
0,腔,平,江,khaewng,L
0,腕,去,換,'wan,H
0,腠,去,候,tshuw,H
0,腥,平,青,seng,L
0,腦,上,晧,naw,X
0,腪,,,,
0,腫,上,腫,tsyowng,X
0,腮,平,咍,soj,L
0,腯,入,沒,dwot,E
0,腰,平,宵A,'jiew,L
0,腳,入,藥,kjak,E
0,腴,平,虞,yu,L
0,腷,入,職,bik,E
0,腸,平,陽,drjang,L
0,腹,入,屋,pjuwk,E
0,腿,上,賄,thwoj,X
0,膀,平,唐,bang,L
0,膁,上,忝,khem,X
0,膂,上,語,ljo,X
0,膄,,,,
0,膈,入,麥,keak,E
0,膊,入,鐸,phak,E
0,膎,平,佳,hea,L
0,膏,平,豪,kaw,L
0,膓,平,陽,drjang,L
0,膘,平,宵B,pjew,L
0,膚,平,虞,pju,L
0,膜,平,模,mu,L
0,膝,入,質,sit,E
0,膞,平,仙,tsywen,L
0,膠,平,肴,haew,L
0,膨,平,庚,baeng,L
0,膩,去,至,nrij,H
0,膰,平,元,bjon,L
0,膳,去,線,dzyen,H
0,膴,平,虞,mju,L
0,膺,平,蒸,'ing,L
0,膻,上,旱,dan,X
0,膽,平,寒,dan,L
0,膾,去,泰,kwaj,H
0,膿,平,冬,nowng,L
0,臀,平,魂,dwon,L
0,臂,去,寘A,pjie,H
0,臆,入,職,'ik,E
0,臈,入,盍,lap,E
0,臉,平,鹽,tshjem,L
0,臊,平,豪,saw,L
0,臍,平,齊,dzej,L
0,臏,上,軫A,bjin,X
0,臑,平,虞,nyu,L
0,臕,平,宵B,pjew,L
0,臘,入,昔,sjek,E
0,臙,平,先,'en,L
0,臚,平,魚,ljo,L
0,臛,入,屋,xuwk,E
0,臝,上,果,lwa,X
0,臞,平,虞,gju,L
0,臠,平,桓,lwan,L
0,臣,平,眞,dzyin,L
0,臥,去,過,ngwa,H
0,臧,平,唐,tsang,L
0,臨,平,侵,lim,L
0,自,去,至,dzij,H
0,臬,入,屑,nget,E
0,臭,去,宥,tsyhuw,H
0,臯,平,豪,kaw,L
0,至,去,至,tsyij,H
0,致,去,至,trij,H
0,臺,平,之,yi,L
0,臻,平,臻,tsrin,L
0,臼,上,有,gjuw,X
0,臾,平,虞,yu,L
0,舀,平,虞,yu,L
0,舁,平,魚,yo,L
0,舂,平,鍾,syowng,L
0,舃,入,藥,tshjak,E
0,舄,入,藥,tshjak,E
0,舅,上,有,gjuw,X
0,與,平,魚,yo,L
0,興,平,蒸,xing,L
0,舉,平,魚,yo,L
0,舊,去,宥,gjuw,H
0,舌,入,黠,hwaet,E
0,舍,上,馬,syae,X
0,舎,上,馬,syae,X
0,舐,上,紙,zye,X
0,舒,平,魚,syo,L
0,舖,平,虞,phju,L
0,舘,去,換,kwan,H
0,舜,去,稕,sywin,H
0,舞,上,麌,mju,X
0,舟,平,尤,tsyuw,L
0,舠,平,豪,taw,L
0,舡,平,江,xaewng,L
0,舩,平,仙,zywen,L
0,航,平,唐,hang,L
0,舫,去,漾,pjang,H
0,般,平,桓,ban,L
0,舲,平,青,leng,L
0,舳,入,屋,drjuwk,E
0,舴,入,陌,traek,E
0,舵,上,哿,da,X
0,舶,入,陌,baek,E
0,舷,平,先,hen,L
0,舸,上,哿,ka,X
0,船,平,仙,zywen,L
0,舼,平,鍾,gjowng,L
0,艅,平,魚,yo,L
0,艇,上,迥,deng,X
0,艋,上,梗,maeng,X
0,艎,平,唐,hwang,L
0,艑,上,銑,ben,X
0,艖,平,歌,dza,L
0,艗,入,錫,ngek,E
0,艘,平,蕭,sew,L
0,艚,平,豪,dzaw,L
0,艛,平,侯,luw,L
0,艟,平,鍾,tsyhowng,L
0,艣,上,姥,lu,X
0,艤,上,紙B,ngje,X
0,艦,上,檻,haem,X
0,艨,平,東,muwng,L
0,艫,平,模,lu,L
0,艬,平,銜,dzraem,L
0,艭,平,江,sraewng,L
0,艮,去,恨,kon,H
0,良,平,陽,ljang,L
0,艱,平,山,kean,L
0,色,入,職,srik,E
0,艶,去,豔,yem,H
0,艷,去,豔,yem,H
0,艸,上,晧,tshaw,X
0,艼,平,青,theng,L
0,艽,平,脂B,gwij,L
0,艾,去,泰,ngaj,H
0,芃,平,東,bjuwng,L
0,芊,平,先,tshen,L
0,芋,平,虞,hju,L
0,芍,上,篠,hew,X
0,芎,平,東,khjuwng,L
0,芑,上,止,khi,X
0,芒,平,陽,mjang,L
0,芘,平,脂A,bjij,L
0,芙,平,虞,bju,L
0,芝,平,之,tsyi,L
0,芟,平,銜,sraem,L
0,芡,上,琰B,gjem,X
0,芣,平,尤,bjuw,L
0,芥,去,怪,keaj,H
0,芩,平,侵B,gim,L
0,芫,平,元,ngjwon,L
0,芬,平,文,phjun,L
0,芭,平,麻,pae,L
0,芮,去,祭,nywej,H
0,芰,去,寘B,gje,H
0,花,平,麻,xwae,L
0,芳,平,陽,phjang,L
0,芷,上,止,tsyi,X
0,芸,平,文,hjun,L
0,芹,平,欣,gj+n,L
0,芻,平,虞,tsrhju,L
0,芼,平,豪,maw,L
0,芽,平,麻,ngae,L
0,芾,去,未,pj+j,H
0,芿,去,證,nying,H
0,苑,上,阮,'jwon,X
0,苒,上,琰,nyem,X
0,苓,平,青,leng,L
0,苔,平,咍,doj,L
0,苕,平,蕭,tew,L
0,苖,入,屋,trhjuwk,E
0,苗,平,宵B,mjew,L
0,苛,平,歌,ha,L
0,苜,入,屋,mjuwk,E
0,苞,平,肴,paew,L
0,苟,上,厚,kuw,X
0,苡,上,止,yi,X
0,苣,上,語,gjo,X
0,若,平,麻,nyae,L
0,苦,上,姥,khu,X
0,苧,平,耕,nreang,L
0,苫,平,鹽,syem,L
0,苯,上,混,pwon,X
0,英,平,庚,'jaeng,L
0,苴,平,魚,tshjo,L
0,苶,入,屑,net,E
0,苹,平,眞A,bjin,L
0,苻,平,虞,bju,L
0,苽,平,模,ku,L
0,苾,入,質A,bjit,E
0,茀,去,未,pj+j,H
0,茁,入,術,trwit,E
0,茂,平,豪,maw,L
0,范,上,梵,bjom,X
0,茄,平,戈,gja,L
0,茅,平,肴,maew,L
0,茆,平,肴,maew,L
0,茈,平,支,dzje,L
0,茉,聲,三曷,,逸
0,茗,上,迥,meng,X
0,茘,去,寘,lje,H
0,茜,平,先,tshen,L
0,茝,上,止,tsyi,X
0,茢,入,薛,ljet,E
0,茨,平,脂,dzij,L
0,茫,平,唐,mang,L
0,茭,平,宵,tsjew,L
0,茯,入,屋,bjuwk,E
0,茰,,,,
0,茱,平,虞,dzyu,L
0,茲,平,之,dzi,L
0,茴,平,灰,hwoj,L
0,茵,平,眞A,'jin,L
0,茶,平,麻,drae,L
0,茸,平,鍾,nyowng,L
0,茹,平,魚,nyo,L
0,茺,平,東,tsyhuwng,L
0,荀,平,諄,swin,L
0,荂,平,虞,xju,L
0,荃,平,仙,tshjwen,L
0,荄,平,皆,keaj,L
0,荅,入,合,top,E
0,荆,平,庚,kjaeng,L
0,荇,上,梗,haeng,X
0,草,上,晧,tshaw,X
0,荊,平,庚,kjaeng,L
0,荍,平,宵B,kjew,L
0,荏,上,寑,nyim,X
0,荐,去,霰,tsen,H
0,荑,平,脂,yij,L
0,荒,平,唐,xwang,L
0,荔,去,寘,lje,H
0,荘,平,陽,tsrjang,L
0,荬,上,蟹,mea,X
0,荳,去,候,duw,H
0,荷,平,歌,ha,L
0,荻,入,錫,dek,E
0,荼,平,模,du,L
0,莂,入,薛B,pjet,E
0,莆,平,模,bu,L
0,莉,平,脂,drij,L
0,莊,平,陽,tsrjang,L
0,莋,入,鐸,dzak,E
0,莍,平,尤,gjuw,L
0,莎,平,戈,swa,L
0,莒,上,語,kjo,X
0,莓,平,灰,mwoj,L
0,莖,平,耕,heang,L
0,莘,平,臻,srin,L
0,莛,平,青,deng,L
0,莝,去,過,tshwa,H
0,莞,平,桓,hwan,L
0,莟,上,感,hom,X
0,莠,上,有,yuw,X
0,莢,入,怗,kep,E
0,莧,去,襇,hean,H
0,莩,平,虞,phju,L
0,莪,平,歌,nga,L
0,莫,入,鐸,mak,E
0,莱,平,咍,loj,L
0,莵,平,模,du,L
0,莽,上,姥,mu,X
0,莾,,,,
0,菀,上,阮,'jwon,X
0,菁,平,清,tsjeng,L
0,菅,平,刪,kaen,L
0,菆,平,桓,dzwan,L
0,菇,平,模,ku,L
0,菉,入,燭,ljowk,E
0,菊,入,屋,kjuwk,E
0,菌,上,軫B,gwin,X
0,菑,平,之,tsri,L
0,菓,上,果,kwa,X
0,菔,入,屋,bjuwk,E
0,菖,平,陽,tsyhang,L
0,菘,平,東,sjuwng,L
0,菜,去,代,tshoj,H
0,菟,平,模,du,L
0,菡,上,感,hom,X
0,菢,上,吻,mjun,X
0,菩,平,模,bu,L
0,華,平,麻,hwae,L
0,菰,平,模,ku,L
0,菱,平,蒸,ling,L
0,菲,平,微,phj+j,L
0,菴,平,覃,'om,L
0,菶,上,董,puwng,X
0,菷,上,有,tsyuw,X
0,菸,平,眞A,'jin,L
0,菹,平,魚,tsrjo,L
0,菼,上,敢,tham,X
0,菽,入,屋,syuwk,E
0,萁,平,之,gi,L
0,萃,去,至,dzwij,H
0,萄,平,豪,daw,L
0,萇,平,陽,drjang,L
0,萊,平,咍,loj,L
0,萋,平,齊,tshej,L
0,萌,平,耕,meang,L
0,萍,平,青,beng,L
0,萎,平,支B,'jwe,L
0,萏,上,感,dom,X
0,萑,平,脂,tsywij,L
0,萓,,,,
0,萠,平,耕,meang,L
0,萧,平,蕭,sew,L
0,萬,去,願,mjon,H
0,萯,上,有,bjuw,X
0,萱,平,元,xjwon,L
0,萵,聲,十四歌,,逸
0,萸,平,虞,yu,L
0,萼,入,鐸,ngak,E
0,落,入,鐸,lak,E
0,葅,聲,四魚,,逸
0,葆,上,晧,paw,X
0,葉,入,葉,yep,E
0,葑,平,鍾,pjowng,L
0,葒,平,東,huwng,L
0,葓,平,東,huwng,L
0,著,平,魚,drjo,L
0,葚,平,侵,trim,L
0,葛,入,曷,kat,E
0,葡,,,,
0,董,上,董,tuwng,X
0,葦,上,尾,hjw+j,X
0,葩,平,麻,phae,L
0,葫,平,模,hu,L
0,葬,去,宕,tsang,H
0,葭,平,麻,kae,L
0,葯,入,覺,'aewk,E
0,葱,平,東,tshuwng,L
0,葳,平,微,'jw+j,L
0,葵,平,脂A,gjwij,L
0,葶,平,青,deng,L
0,葷,平,文,xjun,L
0,葺,入,緝,tship,E
0,葼,平,東,tsuwng,L
0,蒂,,,,
0,蒍,上,紙,hjwe,X
0,蒐,平,尤,srjuw,L
0,蒓,平,諄,dzywin,L
0,蒔,平,之,dzyi,L
0,蒙,平,東,muwng,L
0,蒜,去,換,swan,H
0,蒨,去,霰,tshen,H
0,蒭,平,虞,tsrhju,L
0,蒯,去,怪,khweaj,H
0,蒱,平,模,bu,L
0,蒲,平,模,bu,L
0,蒳,入,合,nop,E
0,蒸,平,蒸,tsying,L
0,蒹,平,添,kem,L
0,蒺,入,質,dzit,E
0,蒻,入,藥,nyak,E
0,蒼,平,唐,tshang,L
0,蒿,平,豪,xaw,L
0,蓀,平,魂,swon,L
0,蓁,平,臻,tsrin,L
0,蓂,平,青,meng,L
0,蓄,入,屋,xjuwk,E
0,蓆,入,昔,zjek,E
0,蓉,平,鍾,yowng,L
0,蓊,平,東,'uwng,L
0,蓋,去,泰,kaj,H
0,蓍,平,脂,syij,L
0,蓏,上,果,lwa,X
0,蓐,入,燭,nyowk,E
0,蓑,平,灰,swoj,L
0,蓓,上,海,boj,X
0,蓘,上,混,kwon,X
0,蓞,,,,
0,蓡,平,侵,srim,L
0,蓧,平,蕭,thew,L
0,蓪,平,東,thuwng,L
0,蓬,平,東,buwng,L
0,蓮,平,先,len,L
0,蓯,上,董,tsuwng,X
0,蓱,平,青,beng,L
0,蓴,平,諄,dzywin,L
0,蓼,上,篠,lew,X
0,蓽,入,質A,pjit,E
0,蓿,入,屋,sjuwk,E
0,蔀,上,厚,buw,X
0,蔌,入,屋,suwk,E
0,蔍,入,屋,luwk,E
0,蔑,入,屑,met,E
0,蔓,平,桓,man,L
0,蔔,入,屋,bjuwk,E
0,蔕,去,霽,tej,H
0,蔗,去,禡,tsyae,H
0,蔚,去,未,'jw+j,H
0,蔞,平,虞,lju,L
0,蔟,去,候,tshuw,H
0,蔡,去,泰,tshaj,H
