,char
6804,跁
6805,跂
6806,跋
6807,跌
6808,跎
6809,跏
6810,跑
6811,跒
6812,跕
6813,跖
6814,跗
6815,跚
6816,跛
6817,距
6818,跟
6819,跡
6820,跣
6821,跧
6822,跨
6823,跪
6824,跫
6825,跬
6826,路
6827,跰
6828,跱
6829,跳
6830,跺
6831,跼
6832,跽
6833,踆
6834,踈
6835,踉
6836,踊
6837,踏
6838,踐
6839,踔
6840,踘
6841,踜
6842,踝
6843,踞
6844,踟
6845,踠
6846,踡
6847,踢
6848,踣
6849,踦
6850,踪
6851,踰
6852,踴
6853,踵
6854,踶
6855,踸
6856,踼
6857,踽
6858,蹀
6859,蹁
6860,蹂
6861,蹄
6862,蹇
6863,蹈
6864,蹉
6865,蹊
6866,蹋
6867,蹌
6868,蹏
6869,蹔
6870,蹕
6871,蹙
6872,蹟
6873,蹠
6874,蹡
6875,蹢
6876,蹣
6877,蹤
6878,蹩
6879,蹬
6880,蹭
6881,蹯
6882,蹰
6883,蹱
6884,蹲
6885,蹴
6886,蹵
6887,蹶
6888,蹺
6889,蹻
6890,蹽
6891,躁
6892,躂
6893,躃
6894,躄
6895,躅
6896,躇
6897,躊
6898,躋
6899,躍
6900,躐
6901,躑
6902,躓
6903,躔
6904,躕
6905,躘
6906,躚
6907,躞
6908,躠
6909,躡
6910,躧
6911,躩
6912,躪
6913,身
6914,躬
6915,躭
6916,躲
6917,躶
6918,軀
6919,軃
6920,車
6921,軋
6922,軌
6923,軍
6924,軏
6925,軑
6926,軒
6927,軔
6928,軛
6929,軟
6930,軥
6931,軨
6932,軫
6933,軸
6934,軺
6935,軻
6936,軼
6937,軾
6938,軿
6939,輀
6940,較
6941,輅
6942,輈
6943,載
6944,輊
6945,輒
6946,輓
6947,輔
6948,輕
6949,輙
6950,輜
6951,輝
6952,輞
6953,輟
6954,輠
6955,輣
6956,輥
6957,輦
6958,輧
6959,輩
6960,輪
6961,輬
6962,輭
6963,輯
6964,輳
6965,輴
6966,輶
6967,輸
6968,輻
6969,輼
6970,輾
6971,輿
6972,轀
6973,轂
6974,轄
6975,轅
6976,轆
6977,轇
6978,轉
6979,轍
6980,轎
6981,轑
6982,轓
6983,轔
6984,轕
6985,轗
6986,轘
6987,轜
6988,轝
6989,轞
6990,轟
6991,轡
6992,轢
6993,轣
6994,轤
6995,辛
6996,辜
6997,辟
6998,辠
6999,辣
